new_topic_id,new_topic_new_id,new_topic_relevance_score,new_topic_topic_id
22148,7093,0.938793,25
22149,7093,1.0,28
22150,7095,1.0,24
22151,7096,0.158519,26
22152,7096,0.890401,30
22153,7097,0.158519,30
22154,7098,1.0,28
22155,7099,1.0,21
22156,7100,1.0,21
22157,7101,0.158519,30
22158,7102,1.0,29
22159,7103,0.360215,25
22160,7105,1.0,21
22161,7105,0.108179,25
22162,7106,0.108179,25
22163,7108,0.158519,26
22164,7108,0.503496,25
22165,7108,0.5,23
22166,7108,0.5,21
22167,7109,0.158519,26
22168,7110,0.972476,25
22169,7113,0.158519,27
22170,7113,1.0,28
22171,7114,1.0,24
22172,7114,0.161647,25
22173,7115,0.5,24
22174,7115,0.5,28
22175,7116,0.333333,24
22176,7116,0.333333,22
22177,7116,0.333333,28
22178,7117,0.158519,26
22179,7117,0.5,22
22180,7117,0.87644,25
22181,7117,0.5,19
22182,7118,1.0,25
22183,7118,0.5,28
22184,7118,0.999767,20
22185,7118,0.5,19
22186,7119,1.0,24
22187,7120,0.99676,25
22188,7121,0.158519,17
22189,7121,0.999999,25
22190,7122,0.576289,26
22191,7122,1.0,19
22192,7123,0.360215,25
22193,7124,1.0,22
22194,7125,1.0,28
22195,7126,1.0,28
22196,7125,1.0,28
22197,7126,1.0,28
22198,7127,0.108179,25
22199,7128,1.0,19
22200,7128,0.108179,25
22201,7129,1.0,28
22202,7130,0.158519,27
22203,7130,0.77141,25
22204,7132,0.108179,25
22205,7132,1.0,28
22206,7133,0.161647,25
22207,7134,0.161647,25
22208,7133,0.5,28
22209,7134,0.5,28
22210,7133,0.108179,20
22211,7134,0.108179,20
22212,7133,0.5,24
22213,7134,0.5,24
22214,7133,0.158519,30
22215,7134,0.158519,30
22216,7133,0.108179,25
22217,7134,0.108179,25
22218,7133,0.5,28
22219,7134,0.5,28
22220,7133,0.108179,20
22221,7134,0.108179,20
22222,7133,0.5,24
22223,7134,0.5,24
22224,7133,0.158519,30
22225,7134,0.158519,30
22226,7135,0.158519,16
22227,7135,0.108179,25
22228,7135,0.980716,20
22229,7135,1.0,24
22230,7136,0.650727,25
22231,7136,0.360215,27
22232,7136,0.214378,20
22233,7136,1.0,19
22234,7137,0.214378,25
22235,7137,0.5,28
22236,7137,0.108179,20
22237,7137,0.5,24
22238,7137,0.158519,30
22239,7139,1.0,24
22240,7140,0.5,21
22241,7140,0.5,28
22242,7143,0.503496,25
22243,7143,0.986564,20
22244,7143,0.5,24
22245,7143,0.5,19
22246,7144,0.684621,20
22247,7144,0.108179,25
22248,7145,1.0,29
22249,7145,0.161647,25
22250,7146,1.0,25
22251,7146,0.333333,28
22252,7146,0.995015,20
22253,7146,0.333333,24
22254,7146,0.333333,19
22255,7147,0.365926,25
22256,7148,1.0,19
22257,7148,0.365926,25
22258,7149,1.0,21
22259,7149,0.365926,25
22260,7150,0.538269,20
22261,7150,1.0,24
22262,7150,1.0,25
22263,7151,0.538269,20
22264,7151,1.0,24
22265,7151,1.0,25
22266,7152,0.310843,26
22267,7154,0.5,24
22268,7154,0.108179,25
22269,7154,0.5,28
22270,7155,1.0,28
22271,7156,1.0,22
22272,7159,1.0,28
22273,7161,1.0,24
22274,7162,0.365926,25
22275,7163,1.0,23
22276,7163,0.108179,25
22277,7164,0.108179,25
22278,7165,1.0,29
22279,7165,0.365926,25
22280,7166,1.0,19
22281,7166,0.365926,25
22282,7167,0.333333,29
22283,7167,0.333333,22
22284,7167,0.108179,25
22285,7167,0.333333,28
22286,7168,1.0,19
22287,7170,1.0,19
22288,7171,1.0,19
22289,7169,0.495866,25
22290,7168,1.0,19
22291,7170,1.0,19
22292,7171,1.0,19
22293,7168,1.0,19
22294,7170,1.0,19
22295,7171,1.0,19
22296,7172,0.158519,17
22297,7173,0.5,24
22298,7173,0.5,28
22299,7174,0.158519,26
22300,7174,0.5,21
22301,7174,0.5,28
22302,7175,1.0,28
22303,7176,0.5,29
22304,7176,0.5,24
22305,7176,0.495866,25
22306,7177,0.5,22
22307,7177,0.108179,25
22308,7177,0.108179,20
22309,7177,0.5,23
22310,7178,0.158519,27
22311,7178,0.108179,25
22312,7178,1.0,28
22313,7179,0.310843,20
22314,7179,1.0,23
22315,7179,0.266143,25
22316,7180,0.158519,20
22317,7180,1.0,24
22318,7180,0.266143,25
22319,7182,0.360215,25
22320,7183,0.5,22
22321,7183,0.108179,25
22322,7183,0.875462,20
22323,7183,0.5,24
22324,7184,0.857896,25
22325,7185,0.158519,26
22326,7185,0.25,29
22327,7185,0.25,22
22328,7185,0.25,28
22329,7185,0.890401,20
22330,7185,0.25,24
22331,7186,0.858979,25
22332,7187,0.333333,22
22333,7187,0.333333,28
22334,7187,0.682689,20
22335,7187,0.333333,24
22336,7188,0.158519,20
22337,7188,1.0,23
22338,7188,0.266143,25
22339,7189,0.158519,30
22340,7189,0.108179,25
22341,7190,0.310843,20
22342,7190,1.0,22
22343,7190,0.929393,25
22344,7191,0.614606,25
22345,7192,1.0,19
22346,7192,0.744043,25
22347,7193,0.5,22
22348,7193,0.977154,25
22349,7193,0.538269,20
22350,7193,0.5,19
22351,7194,0.310843,20
22352,7194,0.962106,25
22353,7194,1.0,28
22354,7195,1.0,21
22355,7196,0.5,24
22356,7196,0.495866,25
22357,7196,0.5,28
22358,7197,0.451494,20
22359,7197,0.5,24
22360,7197,0.5,28
22361,7198,1.0,21
22362,7199,0.333333,22
22363,7199,0.333333,28
22364,7199,0.108179,20
22365,7199,0.333333,24
22366,7200,1.0,21
22367,7201,0.5,24
22368,7201,0.938793,25
22369,7201,0.5,28
22370,7202,1.0,29
22371,7202,0.999996,25
22372,7203,1.0,29
22373,7203,0.538269,25
22374,7204,0.495866,20
22375,7204,1.0,28
22376,7205,1.0,28
22377,7206,1.0,21
22378,7206,0.158519,25
22379,7207,0.310843,20
22380,7207,1.0,24
22381,7207,0.999864,25
22382,7208,0.310843,20
22383,7208,1.0,19
22384,7208,0.108179,25
22385,7209,0.310843,20
22386,7209,1.0,29
22387,7209,0.360215,25
22388,7210,0.161647,27
22389,7210,1.0,19
22390,7211,0.158519,25
22391,7212,0.158519,16
22392,7212,0.316726,25
22393,7212,0.158519,20
22394,7212,0.5,24
22395,7212,0.5,19
22396,7213,0.5,29
22397,7213,0.5,22
22398,7213,0.266143,25
22399,7213,0.158519,20
22400,7213,0.108179,27
22401,7214,0.158519,20
22402,7214,1.0,23
22403,7214,0.87644,25
22404,7215,0.538269,25
22405,7216,0.538269,25
22406,7217,0.310843,26
22407,7217,0.158519,17
22408,7217,0.77141,25
22409,7218,0.77141,25
22410,7219,0.538269,25
22411,7220,0.795202,25
22412,7221,1.0,24
22413,7221,0.360215,25
22414,7223,0.77141,25
22415,7224,0.108179,25
22416,7225,1.0,21
22417,7225,0.108179,25
22418,7226,0.108179,25
22419,7227,1.0,24
22420,7227,0.94762,25
22421,7228,0.310843,25
22422,7229,0.495866,25
22423,7230,1.0,19
22424,7230,0.158519,30
22425,7230,0.108179,25
22426,7231,1.0,23
22427,7231,0.858979,25
22428,7232,0.5,29
22429,7232,0.5,24
22430,7232,0.999921,25
22431,7233,1.0,24
22432,7234,0.999966,25
22433,7234,1.0,28
22434,7235,0.875462,25
22435,7236,0.158519,27
22436,7236,1.0,24
22437,7236,0.650727,25
22438,7237,0.316726,25
22439,7237,0.5,28
22440,7237,0.451494,20
22441,7237,0.5,21
22442,7238,0.5,24
22443,7238,0.5,19
22444,7238,0.158519,30
22445,7238,0.158519,26
22446,7238,0.158519,16
22447,7238,0.999186,25
22448,7238,0.857896,20
22449,7239,0.310843,20
22450,7239,1.0,25
22451,7239,1.0,28
22452,7240,0.158519,27
22453,7240,1.0,23
22454,7240,0.905476,25
22455,7241,0.158519,26
22456,7241,0.5,29
22457,7241,0.980922,25
22458,7241,0.650727,20
22459,7241,0.5,21
22460,7242,1.0,25
22461,7243,1.0,29
22462,7243,0.650727,25
22463,7243,0.360215,20
22464,7243,0.158519,27
22465,7244,0.108179,25
22466,7244,0.5,28
22467,7244,0.769861,20
22468,7244,0.5,24
22469,7245,0.360215,25
22470,7246,0.214378,25
22471,7246,0.333333,28
22472,7246,0.875462,20
22473,7246,0.333333,21
22474,7246,0.333333,24
22475,7247,0.158519,27
22476,7247,1.0,21
22477,7247,0.77141,25
22478,7248,0.96136,20
22479,7248,0.161647,25
22480,7249,1.0,29
22481,7250,0.158519,27
22482,8710,0.158519,27
22483,7250,0.77141,25
22484,8710,0.77141,25
22485,7251,0.495866,20
22486,7251,0.108179,25
22487,7251,1.0,28
22488,7252,0.87644,25
22489,7253,0.108179,25
22490,7253,0.5,28
22491,7253,0.614606,20
22492,7253,0.5,24
22493,7255,1.0,24
22494,7256,0.365926,25
22495,7256,1.0,28
22496,7257,0.365926,25
22497,7258,1.0,23
22498,7258,0.365926,25
22499,7259,0.451494,26
22500,7260,0.108179,25
22501,7260,0.5,28
22502,7260,0.158519,27
22503,7260,0.5,24
22504,7262,0.928139,30
22505,7263,0.9545,30
22506,7263,0.650727,25
22507,7265,0.684621,20
22508,7266,0.158519,30
22509,7266,0.538269,25
22510,7266,1.0,28
22511,7267,0.158519,20
22512,7269,0.451494,20
22513,7269,1.0,22
22514,7269,0.365926,25
22515,7270,1.0,24
22516,7271,0.451494,30
22517,7271,0.744043,25
22518,7272,0.316726,25
22519,7272,0.5,28
22520,7272,0.360215,20
22521,7272,0.5,19
22522,7273,0.310843,20
22523,7273,1.0,19
22524,7273,0.365926,25
22525,7274,0.310843,20
22526,7274,0.413559,25
22527,7274,1.0,28
22528,7275,0.108179,25
22529,7275,1.0,28
22530,7276,1.0,24
22531,7276,0.108179,25
22532,7277,1.0,28
22533,7279,0.158519,25
22534,7281,1.0,24
22535,7282,0.962106,20
22536,7283,0.214378,25
22537,7283,0.918141,20
22538,7283,0.108179,27
22539,7283,1.0,24
22540,7284,0.955357,25
22541,7284,0.108179,27
22542,7284,0.5,24
22543,7284,0.5,19
22544,7285,0.858979,20
22545,7285,1.0,24
22546,7285,0.161647,25
22547,7287,0.5,24
22548,7287,0.744043,25
22549,7287,0.5,28
22550,7288,0.5,29
22551,7288,0.918141,25
22552,7288,0.108179,27
22553,7288,0.5,24
22554,7289,0.5,29
22555,7289,0.5,24
22556,7289,0.744043,25
22557,7290,0.5,29
22558,7290,0.5,24
22559,7290,0.891286,25
22560,7291,0.5,23
22561,7291,0.5,24
22562,7291,0.744043,25
22563,7292,0.161647,25
22564,7292,0.5,28
22565,7292,0.108179,20
22566,7292,0.108179,27
22567,7292,0.5,24
22568,7293,0.989041,25
22569,7293,0.161647,20
22570,7293,0.108179,27
22571,7293,0.5,24
22572,7293,0.5,19
22573,7294,0.310843,17
22574,7294,1.0,24
22575,7295,0.796627,25
22576,7295,1.0,28
22577,7296,1.0,21
22578,7296,0.316726,25
22579,7297,0.5,24
22580,7297,0.5,19
22581,7297,0.744043,25
22582,7298,0.5,24
22583,7298,0.5,19
22584,7298,0.938793,25
22585,7299,1.0,22
22586,7300,0.5,29
22587,7300,0.214378,25
22588,7300,0.87644,20
22589,7300,0.5,24
22590,7301,0.999999,25
22591,7302,1.0,24
22592,7302,0.650727,25
22593,7303,0.77141,20
22594,7303,0.929393,25
22595,7304,0.333333,29
22596,7304,0.108179,25
22597,7304,0.333333,28
22598,7304,0.333333,24
22599,7306,1.0,28
22600,7307,0.999174,20
22601,7307,0.360215,25
22602,7308,0.158519,17
22603,7309,0.451494,30
22604,7309,0.214378,25
22605,7311,0.108179,25
22606,7312,0.108179,25
22607,7313,0.108179,25
22608,7314,1.0,24
22609,7314,0.972193,30
22610,7314,0.161647,25
22611,7315,0.108179,25
22612,7316,1.0,29
22613,7316,0.365926,25
22614,7317,1.0,22
22615,7317,0.108179,25
22616,7318,1.0,29
22617,7318,0.365926,25
22618,7319,0.108179,25
22619,7319,1.0,28
22620,7320,1.0,29
22621,7320,0.365926,25
22622,7321,0.108179,25
22623,7322,1.0,24
22624,7323,1.0,24
22625,7323,0.938793,25
22626,7324,1.0,24
22627,7325,0.158519,26
22628,7325,1.0,19
22629,7325,0.999763,25
22630,7326,0.451494,20
22631,7326,1.0,23
22632,7328,0.682689,26
22633,7328,0.108179,25
22634,7328,0.5,28
22635,7328,0.5,24
22636,7329,1.0,28
22637,7331,0.999937,26
22638,7332,0.976913,20
22639,7332,1.0,21
22640,7332,0.980922,25
22641,7334,0.858979,20
22642,7334,1.0,24
22643,7334,0.214378,25
22644,7335,0.365926,25
22645,7335,0.614606,20
22646,7335,0.5,23
22647,7335,0.5,19
22648,7336,0.5,29
22649,7336,0.413559,25
22650,7336,0.538269,20
22651,7336,0.5,19
22652,7337,0.5,22
22653,7337,0.962106,25
22654,7337,0.158519,20
22655,7337,0.5,19
22656,7338,0.310843,17
22657,7338,0.99237,20
22658,7338,0.5,21
22659,7338,0.5,23
22660,7339,0.161647,25
22661,7340,1.0,20
22662,7340,1.0,24
22663,7340,0.503496,25
22664,7341,0.495866,25
22665,7341,0.5,28
22666,7341,0.5,23
22667,7341,0.158519,30
22668,7342,1.0,29
22669,7343,1.0,24
22670,7344,0.310843,26
22671,7344,0.451494,30
22672,7344,0.158519,25
22673,7345,0.5,24
22674,7345,0.5,28
22675,7346,1.0,28
22676,7347,0.214378,25
22677,7349,1.0,23
22678,7349,0.365926,25
22679,7350,1.0,29
22680,7350,0.108179,25
22681,7351,0.365926,25
22682,7351,1.0,28
22683,7352,1.0,24
22684,7352,0.108179,25
22685,7353,0.108179,25
22686,7353,1.0,28
22687,7354,0.365926,25
22688,7355,1.0,29
22689,7356,1.0,21
22690,7358,1.0,26
22691,7358,0.158519,17
22692,7358,0.108179,25
22693,7359,1.0,24
22694,7360,1.0,24
22695,7359,1.0,24
22696,7360,1.0,24
22697,7361,0.769861,20
22698,7361,1.0,29
22699,7362,0.158519,26
22700,7363,1.0,19
22701,7363,0.158519,30
22702,7363,0.360215,25
22703,7364,0.214378,25
22704,7364,0.538269,20
22705,7364,0.5,24
22706,7364,0.5,19
22707,7365,0.999989,26
22708,7365,0.158519,25
22709,7366,0.108179,25
22710,7367,0.682689,30
22711,7367,0.108179,25
22712,7368,0.158519,27
22713,7368,1.0,23
22714,7369,1.0,24
22715,7370,0.365926,25
22716,7371,1.0,23
22717,7371,0.365926,25
22718,7372,1.0,21
22719,7372,0.365926,25
22720,7373,0.890401,20
22721,7373,1.0,24
22722,7373,0.266143,25
22723,7374,0.998626,26
22724,7374,0.108179,25
22725,7375,0.5,24
22726,7375,0.5,22
22727,7376,0.5,24
22728,7376,0.5,28
22729,7377,0.158519,26
22730,7377,0.360215,25
22731,7378,0.266143,25
22732,7378,0.538269,20
22733,7378,0.5,24
22734,7378,0.5,19
22735,7379,0.108179,25
22736,7380,0.310843,20
22737,7380,1.0,29
22738,7380,0.365926,25
22739,7381,0.158519,16
22740,7381,0.977154,25
22741,7381,0.310843,20
22742,7381,1.0,19
22743,7382,0.158519,20
22744,7382,1.0,22
22745,7382,0.316726,25
22746,7383,0.744043,25
22747,7385,0.87644,25
22748,7386,1.0,22
22749,7386,0.108179,25
22750,7387,1.0,21
22751,7387,0.108179,25
22752,7388,1.0,24
22753,7389,0.310843,26
22754,7389,0.333333,22
22755,7389,0.413559,25
22756,7389,0.333333,28
22757,7389,0.998287,20
22758,7389,0.333333,24
22759,7391,0.161647,25
22760,7392,0.5,19
22761,7392,0.918141,25
22762,7392,0.5,28
22763,7393,0.310843,30
22764,7394,1.0,29
22765,7395,0.161647,20
22766,7395,1.0,19
22767,7395,1.0,25
22768,7396,0.744043,20
22769,7396,0.214378,25
22770,7396,1.0,28
22771,7398,0.99237,20
22772,7398,1.0,23
22773,7398,0.108179,25
22774,7399,0.999813,20
22775,7399,1.0,29
22776,7399,0.266143,25
22777,7400,0.576289,26
22778,7400,0.928769,25
22779,7400,0.5,28
22780,7400,0.5,24
22781,7401,0.108179,25
22782,7401,0.333333,28
22783,7401,0.158519,20
22784,7401,0.333333,23
22785,7401,0.333333,24
22786,7402,1.0,19
22787,7402,0.614606,25
22788,7403,0.988787,20
22789,7403,1.0,29
22790,7403,0.614606,25
22791,7404,0.108179,25
22792,7405,0.503496,25
22793,7405,0.5,28
22794,7405,0.108179,20
22795,7405,0.5,19
22796,7406,0.96136,20
22797,7406,1.0,29
22798,7407,0.158519,20
22799,7407,1.0,19
22800,7407,0.266143,25
22801,7408,0.682689,26
22802,7408,0.495866,25
22803,7408,0.5,28
22804,7408,0.5,19
22805,7409,0.858979,20
22806,7409,1.0,28
22807,7410,0.576289,26
22808,7410,1.0,22
22809,7411,0.310843,30
22810,7411,0.495866,25
22811,7412,0.983605,26
22812,7413,0.82617,25
22813,7414,0.999995,25
22814,7415,0.882182,25
22815,7416,1.0,24
22816,7416,0.360215,25
22817,7417,0.995077,20
22818,7417,1.0,24
22819,7417,0.214378,25
22820,7418,1.0,24
22821,7420,1.0,24
22822,7421,0.158519,20
22823,7421,0.365926,25
22824,7421,1.0,28
22825,7422,0.360215,20
22826,7422,1.0,22
22827,7422,0.413559,25
22828,7423,0.158519,20
22829,7423,1.0,19
22830,7423,0.980922,25
22831,7424,0.838487,16
22832,7424,0.684621,25
22833,7426,0.108179,25
22834,7427,0.108179,25
22835,7428,0.684621,20
22836,7428,0.999995,25
22837,7428,1.0,28
22838,7430,0.5,24
22839,7430,0.5,28
22840,7437,1.0,24
22841,7438,1.0,29
22842,7439,0.158519,26
22843,7439,0.108179,25
22844,7439,1.0,28
22845,7440,0.2,29
22846,7440,0.2,24
22847,7440,0.2,19
22848,7440,0.310843,26
22849,7440,0.904684,25
22850,7440,0.2,28
22851,7440,0.360215,20
22852,7440,0.2,21
22853,7441,0.158519,20
22854,7441,1.0,28
22855,7442,1.0,22
22856,7443,0.538269,25
22857,7444,1.0,28
22858,7445,0.333333,22
22859,7445,0.214378,25
22860,7445,0.333333,28
22861,7445,0.333333,24
22862,7447,0.365926,25
22863,7447,0.310843,20
22864,7447,0.5,21
22865,7447,0.5,19
22866,7448,0.413559,25
22867,7448,0.310843,20
22868,7448,0.5,23
22869,7448,0.5,19
22870,7449,0.495866,20
22871,7449,1.0,24
22872,7449,0.413559,25
22873,7450,0.538269,25
22874,7451,1.0,22
22875,7452,0.576289,26
22876,7452,0.98396,25
22877,7453,0.5855,25
22878,7453,1.0,28
22879,7456,0.918141,25
22880,7456,0.158519,27
22881,7456,0.333333,23
22882,7456,0.333333,24
22883,7456,0.333333,19
22884,7457,0.161647,25
22885,7457,1.0,28
22886,7458,1.0,21
22887,7460,0.214378,25
22888,7461,1.0,19
22889,7461,0.796627,25
22890,7462,1.0,19
22891,7462,0.684621,25
22892,7464,1.0,29
22893,7464,0.977154,25
22894,7465,0.5,29
22895,7465,0.495866,25
22896,7465,0.650727,20
22897,7465,0.5,24
22898,7465,0.928139,30
22899,7466,1.0,29
22900,7466,0.161647,25
22901,7468,1.0,24
22902,7469,0.451494,30
22903,7469,0.495866,25
22904,7470,0.158519,20
22905,7471,0.108179,27
22906,7471,0.495866,25
22907,7472,0.623304,25
22908,7472,1.0,28
22909,7473,0.5,19
22910,7473,0.77141,25
22911,7473,0.5,28
22912,7474,0.214378,25
22913,7474,1.0,28
22914,7475,0.5,29
22915,7475,0.5,24
22916,7477,0.108179,25
22917,7478,1.0,24
22918,7478,0.108179,25
22919,7479,0.576289,20
22920,7479,0.413559,25
22921,7479,1.0,28
22922,7480,0.650727,20
22923,7480,1.0,28
22924,7481,0.365926,25
22925,7481,1.0,28
22926,7482,0.365926,25
22927,7482,1.0,28
22928,7483,1.0,21
22929,7483,0.365926,25
22930,7486,1.0,28
22931,7487,1.0,24
22932,7488,0.818451,20
22933,7488,1.0,29
22934,7488,0.214378,25
22935,7489,0.158519,26
22936,7489,0.795202,25
22937,7489,0.5,28
22938,7489,0.158519,20
22939,7489,0.5,19
22940,7490,0.25,29
22941,7490,0.365926,25
22942,7490,0.25,28
22943,7490,0.25,24
22944,7490,0.25,19
22945,7491,0.858979,20
22946,7491,0.5,22
22947,7491,0.5,28
22948,7492,0.310843,26
22949,7492,0.5,24
22950,7492,0.5,28
22951,7493,0.158519,26
22952,7493,0.316726,25
22953,7493,1.0,28
22954,7493,0.451494,20
22955,7494,0.108179,20
22956,7495,0.310843,27
22957,7496,0.158519,26
22958,7497,1.0,24
22959,7498,0.158519,17
22960,7498,0.999922,25
22961,7498,0.360215,27
22962,7498,0.266143,20
22963,7498,1.0,19
22964,7498,0.158519,30
22965,7499,0.108179,25
22966,7500,0.214378,25
22967,7501,0.158519,20
22968,7501,1.0,24
22969,7501,0.365926,25
22970,7502,0.158519,20
22971,7502,1.0,24
22972,7502,0.266143,25
22973,7503,1.0,29
22974,7503,0.365926,25
22975,7503,0.158519,20
22976,7503,0.158519,27
22977,7504,0.310843,20
22978,7504,1.0,19
22979,7504,0.77141,25
22980,7505,0.576289,20
22981,7505,0.5,24
22982,7505,0.5,28
22983,7506,0.108179,25
22984,7507,0.310843,20
22985,7507,0.161647,25
22986,7507,1.0,28
22987,7508,1.0,24
22988,7508,0.158519,25
22989,7509,0.972193,26
22990,7510,1.0,29
22991,7511,0.5,19
22992,7511,0.99977,25
22993,7511,0.5,28
22994,7512,1.0,24
22995,7513,0.682689,30
22996,7514,0.5,24
22997,7514,0.5,19
22998,7514,0.161647,25
22999,7515,0.838487,26
23000,7515,1.0,19
23001,7515,0.999986,25
23002,7516,0.158519,17
23003,7516,1.0,22
23004,7516,0.459462,25
23005,7516,0.769861,20
23006,7517,1.0,23
23007,7518,0.999989,20
23008,7518,1.0,22
23009,7519,0.108179,25
23010,7520,0.928769,20
23011,7520,0.5,23
23012,7520,0.5,28
23013,7522,0.929393,25
23014,7522,0.310843,20
23015,7522,0.5,24
23016,7522,0.5,19
23017,7523,0.459462,25
23018,7523,0.5,28
23019,7523,0.158519,20
23020,7523,0.5,19
23021,7524,0.858979,20
23022,7524,0.5,22
23023,7524,0.5,28
23024,7525,0.333333,22
23025,7525,0.929393,25
23026,7525,0.310843,20
23027,7525,0.333333,24
23028,7525,0.333333,19
23029,7526,0.5,22
23030,7526,0.495866,25
23031,7526,0.997335,20
23032,7526,0.5,24
23033,7527,0.929393,25
23034,7527,1.0,28
23035,7529,0.108179,25
23036,7529,1.0,28
23037,7530,0.576289,26
23038,7530,0.999999,25
23039,7530,0.99992,20
23040,7530,0.976913,27
23041,7531,1.0,29
23042,7531,0.108179,25
23043,7532,0.158519,20
23044,7532,1.0,23
23045,7532,0.161647,25
23046,7535,0.905476,25
23047,7535,0.108179,20
23048,7535,0.5,23
23049,7535,0.5,24
23050,7535,0.838487,30
23051,7536,0.495866,20
23052,7536,1.0,28
23053,7537,0.650727,20
23054,7537,0.5,24
23055,7537,0.5,28
23056,7538,0.769861,20
23057,7538,1.0,29
23058,7539,0.769861,20
23059,7539,1.0,23
23060,7539,0.538269,25
23061,7540,0.650727,20
23062,7540,1.0,23
23063,7542,1.0,24
23064,7544,0.796627,25
23065,7544,0.333333,28
23066,7544,0.9545,20
23067,7544,0.333333,24
23068,7544,0.333333,19
23069,7545,0.310843,26
23070,7545,1.0,29
23071,7545,1.0,20
23072,7545,0.108179,27
23073,7546,0.108179,25
23074,7547,0.214378,25
23075,7548,0.158519,17
23076,7548,0.999976,25
23077,7548,0.360215,27
23078,7548,0.266143,20
23079,7548,1.0,19
23080,7548,0.158519,30
23081,7550,0.360215,25
23082,7551,1.0,19
23083,7552,0.161647,20
23084,7552,1.0,24
23085,7553,0.158519,20
23086,7553,1.0,29
23087,7553,0.266143,25
23088,7554,0.365926,25
23089,7554,0.158519,20
23090,7554,0.5,24
23091,7554,0.5,19
23092,7555,0.360215,20
23093,7555,1.0,23
23094,7555,0.962106,25
23095,7556,0.158519,20
23096,7556,1.0,23
23097,7556,0.266143,25
23098,7557,1.0,28
23099,7559,1.0,23
23100,7560,1.0,28
23101,7561,0.5,29
23102,7561,0.5,19
23103,7561,0.108179,25
23104,7562,0.5,24
23105,7562,0.108179,25
23106,7562,0.5,28
23107,7563,0.158519,26
23108,7563,0.87644,25
23109,7564,0.413559,25
23110,7564,1.0,28
23111,7566,1.0,23
23112,7566,0.986714,25
23113,7567,0.858979,25
23114,7569,0.108179,25
23115,7569,0.5,28
23116,7569,0.769861,20
23117,7569,0.5,24
23118,7570,1.0,28
23119,7571,1.0,29
23120,7571,0.108179,25
23121,7572,0.451494,26
23122,7572,1.0,19
23123,7572,0.360215,25
23124,7573,0.108179,25
23125,8513,0.108179,25
23126,7574,0.108179,25
23127,7575,0.158519,16
23128,7575,0.266143,25
23129,7575,0.158519,20
23130,7575,1.0,24
23131,7576,0.360215,20
23132,7576,1.0,24
23133,7576,0.413559,25
23134,7577,0.413559,25
23135,7577,0.310843,20
23136,7577,0.158519,27
23137,7577,1.0,19
23138,7578,0.495866,20
23139,7578,1.0,24
23140,7578,0.77141,25
23141,7579,0.158519,27
23142,7579,1.0,19
23143,7579,0.839681,25
23144,7580,0.158519,26
23145,7580,0.5,29
23146,7580,0.962106,25
23147,7580,0.538269,20
23148,7580,0.5,21
23149,7581,0.108179,25
23150,7582,1.0,22
23151,7582,0.108179,25
23152,7583,1.0,24
23153,7583,0.744043,25
23154,7584,1.0,24
23155,7585,0.108179,25
23156,8115,0.108179,25
23157,8121,0.108179,25
23158,7588,1.0,24
