new_topic_id,new_topic_new_id,new_topic_relevance_score,new_topic_topic_id
8023,3471,1,9
8061,3489,1,9
8076,3494,1,9
8082,3499,1,9
8088,3502,1,9
8089,3503,1,9
8106,3513,1,9
8110,3517,1,9
8114,3520,1,9
8119,3523,1,9
8131,3529,1,9
8147,3536,1,9
8152,3538,1,9
8175,3551,1,9
8230,3572,1,9
8260,3583,1,9
8271,3590,1,9
8275,3593,1,9
8285,3597,1,9
8294,3601,1,9
8301,3604,1,9
8319,3611,1,9
8341,3623,1,9
8420,3653,1,9
8425,3656,1,9
8501,3684,1,9
8534,3697,1,9
8568,3712,1,9
8579,3717,1,9
8583,3719,1,9
8584,3720,1,9
8626,3739,1,9
8637,3744,1,9
8644,3746,1,9
8655,3752,1,9
8673,3761,1,9
8703,3775,1,9
8715,3782,1,9
8724,3786,1,9
8726,3787,1,9
8729,3789,1,9
8735,3791,1,9
8740,3793,1,9
8806,3815,1,9
8825,3821,1,9
8838,3827,1,9
8851,3834,1,9
8895,3855,1,9
8916,3863,1,9
8922,3865,1,9
8924,3866,1,9
8951,3873,1,9
8953,3874,1,9
8956,3875,1,9
8958,3876,1,9
8971,3883,1,9
8997,3897,1,9
9033,3905,1,9
9034,3906,1,9
9037,3908,1,9
9053,3913,1,9
9082,3921,1,9
9086,3922,1,9
9099,3925,1,9
9140,3937,1,9
9197,3961,1,9
9229,3977,1,9
9245,3984,1,9
9290,4004,1,9
9293,4008,1,9
9297,4013,1,9
9375,4040,1,9
9377,4041,1,9
9378,4042,1,9
9379,4041,1,9
9380,4042,1,9
9383,4046,1,9
9400,4063,1,9
9410,4068,1,9
9418,4073,1,9
9420,4075,1,9
9452,4094,1,9
9453,4157,1,9
9466,4100,1,9
9470,4102,1,9
9474,4106,1,9
9478,4111,1,9
9492,4118,1,9
9499,4121,1,9
9525,4135,1,9
9536,4140,1,9
9537,4141,1,9
9538,4142,1,9
9541,4144,1,9
9546,4146,1,9
9557,4151,1,9
9565,4094,1,9
9566,4157,1,9
9576,4161,1,9
9587,4165,1,9
9597,4168,1,9
9600,4169,1,9
9612,4175,1,9
9621,4179,1,9
9622,4180,1,9
9624,4182,1,9
9635,4189,1,9
9648,4196,1,9
9656,4200,1,9
9671,4208,1,9
9679,4213,1,9
9718,4232,1,9
9740,4247,1,9
9744,4249,1,9
9746,4250,1,9
9761,4256,1,9
9775,4261,1,9
9788,4268,1,9
9860,4307,1,9
9875,4312,1,9
9889,4320,1,9
9894,4325,1,9
9916,4336,1,9
9939,4350,1,9
9951,4356,1,9
9966,4363,1,9
10013,4384,1,9
10014,4385,1,9
10037,4393,1,9
10042,4397,1,9
10051,4402,1,9
10064,4406,1,9
10094,4420,1,9
10103,4425,1,9
10120,4434,1,9
10139,4442,1,9
10150,4446,1,9
10154,4448,1,9
10162,4454,1,9
10164,4455,1,9
10182,4462,1,9
10193,4466,1,9
10213,4476,1,9
10214,4479,1,9
10220,4487,1,9
10245,4496,1,9
10280,4508,1,9
10362,4537,1,9
10375,4543,1,9
10385,4548,1,9
10391,4555,1,9
10429,4568,1,9
10438,4570,1,9
10439,4571,1,9
10516,4596,1,9
10520,4599,1,9
10523,4601,1,9
10542,4607,1,9
10550,4612,1,9
10552,4614,1,9
10564,4623,1,9
10573,4633,1,9
10583,4640,1,9
10634,4679,1,9
10660,4692,1,9
10663,4694,1,9
10677,4701,1,9
10698,4714,1,9
10699,4715,1,9
10700,4714,1,9
10701,4715,1,9
10711,4722,1,9
10727,4730,1,9
10746,4746,1,9
10768,4759,1,9
10776,4764,1,9
10778,4770,1,9
10791,4776,1,9
10792,4777,1,9
10822,4793,1,9
10836,4802,1,9
10843,4808,1,9
10848,4810,1,9
10887,4838,1,9
10937,4858,1,9
10939,4859,1,9
10940,4860,1,9
10943,4859,1,9
10944,4860,1,9
10968,4871,1,9
11034,4891,1,9
11037,4893,1,9
11038,4894,1,9
11053,4902,1,9
11056,4904,1,9
11069,4909,1,9
11110,4925,1,9
11189,4958,1,9
11228,4974,1,9
11229,4975,1,9
11236,4978,1,9
11261,4987,1,9
11308,5001,1,9
11348,5016,1,9
11383,5038,1,9
11388,5041,1,9
11389,5042,1,9
11390,5043,1,9
11501,5089,1,9
11517,5096,1,9
11518,5097,1,9
11531,5107,1,9
11539,5115,1,9
11540,5116,1,9
11541,5115,1,9
11542,5116,1,9
11556,5129,1,9
11558,5132,1,9
11652,5182,1,9
11721,5208,1,9
11760,5224,1,9
11772,5228,1,9
11778,5231,1,9
11800,5239,1,9
11806,5241,1,9
11825,5248,1,9
11836,5252,1,9
11863,5260,1,9
11873,5263,1,9
11890,5272,1,9
11901,5279,1,9
11904,5281,1,9
11911,5285,1,9
11927,5291,1,9
12013,5331,1,9
12036,5341,1,9
12071,5359,1,9
12084,5366,1,9
12141,5387,1,9
12142,5390,1,9
12148,5389,1,9
12151,5387,1,9
12152,5390,1,9
12166,5396,1,9
12195,5411,1,9
12213,5417,1,9
12215,5418,1,9
12231,5423,1,9
12232,5424,1,9
12236,161,1,9
12237,5426,1,9
12254,5434,1,9
12268,5440,1,9
12305,5458,1,9
12338,5471,1,9
12362,5484,1,9
12374,5489,1,9
12401,5504,1,9
12407,5508,1,9
12423,5517,1,9
12430,5519,1,9
12439,5523,1,9
12458,5530,1,9
12464,671,1,9
12465,5533,1,9
12509,5557,1,9
12512,2453,1,9
12513,5558,1,9
12524,5561,1,9
12537,5566,1,9
12548,5570,1,9
12567,5581,1,9
12578,5586,1,9
12589,5590,1,9
12593,5592,1,9
12597,5593,1,9
12625,5609,1,9
12628,751,1,9
12629,5610,1,9
12662,5624,1,9
12667,5627,1,9
12675,5631,1,9
12678,5634,1,9
12697,5641,1,9
12722,5651,1,9
12775,5672,1,9
12789,5682,1,9
12811,5693,1,9
12819,5697,1,9
12820,5698,1,9
12821,5697,1,9
12822,5698,1,9
12856,5715,1,9
12859,5717,1,9
12860,5719,1,9
12875,5728,1,9
12883,5731,1,9
12920,5748,1,9
12927,5752,1,9
12967,5763,1,9
12973,5766,1,9
12974,5767,1,9
12988,5770,1,9
13026,5785,1,9
13027,5786,1,9
13029,5787,1,9
13033,5789,1,9
13038,5791,1,9
13044,5793,1,9
13077,5805,1,9
13095,5815,1,9
13102,5817,1,9
13107,5819,1,9
13118,5824,1,9
13195,5850,1,9
13201,5852,1,9
13210,5857,1,9
13230,5871,1,9
13274,5887,1,9
13276,5888,1,9
13277,5889,1,9
13280,5891,1,9
13284,5892,1,9
13286,5893,1,9
13299,5899,1,9
13316,5907,1,9
13331,5914,1,9
13377,5936,1,9
13378,5937,1,9
13418,5955,1,9
13432,5963,1,9
13480,5986,1,9
13498,5992,1,9
13503,5995,1,9
13508,5997,1,9
13521,6002,1,9
13527,6005,1,9
13529,6006,1,9
13543,3787,1,9
13544,6010,1,9
13553,6014,1,9
13555,6015,1,9
13565,6018,1,9
13630,6036,1,9
13634,6038,1,9
13646,6044,1,9
13667,6050,1,9
13692,6060,1,9
13725,6075,1,9
13728,6077,1,9
13730,6078,1,9
13735,6080,1,9
13737,6081,1,9
13745,6084,1,9
13750,6087,1,9
13773,6096,1,9
13777,6098,1,9
13779,6100,1,9
13786,6103,1,9
13787,6104,1,9
13797,6107,1,9
13808,6111,1,9
13809,6114,1,9
13813,6111,1,9
13814,6114,1,9
13853,6133,1,9
13854,6135,1,9
13858,6138,1,9
13860,6140,1,9
13861,6141,1,9
13890,6153,1,9
13896,6163,1,9
13964,6191,1,9
13981,6202,1,9
13989,6205,1,9
14000,6209,1,9
14009,6212,1,9
14054,6237,1,9
14062,6240,1,9
14097,6251,1,9
14123,6261,1,9
14132,6264,1,9
14138,6266,1,9
14170,6277,1,9
14199,6294,1,9
14238,6311,1,9
14254,6318,1,9
14267,6324,1,9
14291,6337,1,9
14312,6345,1,9
14331,6355,1,9
14364,6373,1,9
14378,6378,1,9
14387,6383,1,9
14396,6389,1,9
14408,6396,1,9
14471,6421,1,9
14500,6432,1,9
14501,6433,1,9
14522,6442,1,9
14541,6448,1,9
14598,6480,1,9
14619,1665,1,9
14620,6490,1,9
14621,6491,1,9
14658,6511,1,9
14668,6516,1,9
14705,6532,1,9
14725,151,1,9
14726,349,1,9
14727,354,1,9
14728,392,1,9
14729,493,1,9
14730,713,1,9
14731,1347,1,9
14732,5140,1,9
14733,5768,1,9
14734,6538,1,9
14735,6572,1,9
14747,6545,1,9
14748,6546,1,9
14768,6557,1,9
14778,6565,1,9
14780,6566,1,9
14782,6567,1,9
14792,6571,1,9
14794,151,1,9
14795,349,1,9
14796,354,1,9
14797,392,1,9
14798,493,1,9
14799,713,1,9
14800,1347,1,9
14801,5140,1,9
14802,5768,1,9
14803,6538,1,9
14804,6572,1,9
14822,6580,1,9
14842,6596,1,9
14855,6602,1,9
14885,6613,1,9
14919,6627,1,9
14932,6634,1,9
14953,6643,1,9
14962,6648,1,9
14988,6658,1,9
14996,6661,1,9
14998,6662,1,9
15010,6668,1,9
15026,6676,1,9
15054,6686,1,9
15071,6701,1,9
15079,6704,1,9
15084,6706,1,9
15090,6708,1,9
15107,6714,1,9
15151,6732,1,9
15172,6740,1,9
15212,6758,1,9
15237,6771,1,9
15449,6852,1,9
15456,6855,1,9
15505,6881,1,9
15528,6891,1,9
15561,6900,1,9
15569,6907,1,9
15572,6909,1,9
15604,6922,1,9
15623,6928,1,9
15625,6929,1,9
15653,6936,1,9
15679,6948,1,9
15687,6951,1,9
15690,6952,1,9
15695,6954,1,9
15712,6961,1,9
15746,6974,1,9
15752,6977,1,9
15768,6987,1,9
15770,6988,1,9
15781,6992,1,9
15814,7006,1,9
15838,7017,1,9
15878,7034,1,9
15892,7042,1,9
15904,7047,1,9
15909,7049,1,9
15935,7060,1,9
15942,7063,1,9
15991,7083,1,9
16008,7090,1,9
16012,7092,1,9
16022,7099,1,9
16042,7109,1,9
16066,7118,1,9
16070,7119,1,9
16071,7130,1,9
16077,7122,1,9
16101,7119,1,9
16102,7130,1,9
16107,7132,1,9
16125,7142,1,9
16148,7156,1,9
16153,7158,1,9
16172,7170,1,9
16174,7172,1,9
16177,7175,1,9
16215,7193,1,9
16219,7198,1,9
16314,7245,1,9
16377,7270,1,9
16462,7308,1,9
16463,7309,1,9
16465,7310,1,9
16466,7311,1,9
16470,7312,1,9
16474,7314,1,9
16486,7320,1,9
16488,7321,1,9
16494,7323,1,9
16506,7331,1,9
16522,7339,1,9
16530,7343,1,9
16537,7347,1,9
16555,7355,1,9
16557,7357,1,9
16564,7360,1,9
16582,7369,1,9
16584,7370,1,9
16596,7376,1,9
16627,7390,1,9
16635,7396,1,9
16669,7413,1,9
16697,7427,1,9
16724,7437,1,9
16756,7451,1,9
16789,7464,1,9
16818,7475,1,9
16838,7484,1,9
16848,7491,1,9
16849,7493,1,9
16852,7491,1,9
16853,7493,1,9
16860,7498,1,9
16870,7502,1,9
16883,7506,1,9
16900,7511,1,9
16902,7514,1,9
16908,7518,1,9
16979,7544,1,9
17002,7556,1,9
17045,7570,1,9
17093,7596,1,9
17114,7603,1,9
17163,7622,1,9
17184,7631,1,9
17242,7649,1,9
17262,7660,1,9
17271,7665,1,9
17285,7677,1,9
17288,7679,1,9
17295,7681,1,9
17298,7684,1,9
17305,7689,1,9
17357,7717,1,9
17362,7720,1,9
17375,7727,1,9
17376,7728,1,9
17407,7743,1,9
17418,7749,1,9
17428,7753,1,9
17430,7754,1,9
17431,7755,1,9
17436,7760,1,9
17489,7791,1,9
17505,7805,1,9
17522,7813,1,9
17537,7820,1,9
17556,7831,1,9
17559,7834,1,9
17565,7838,1,9
17568,7841,1,9
17571,7842,1,9
17591,7852,1,9
17596,7855,1,9
17599,7857,1,9
17603,7859,1,9
17634,7881,1,9
17657,7897,1,9
17666,7903,1,9
17673,7908,1,9
17687,7917,1,9
17691,7919,1,9
17716,7936,1,9
17718,7937,1,9
17719,7953,1,9
17779,7937,1,9
17780,7953,1,9
17805,7961,1,9
17841,7987,1,9
17936,8043,1,9
17953,8051,1,9
17962,8060,1,9
17963,8061,1,9
17967,8063,1,9
17998,8074,1,9
18014,8083,1,9
18029,8090,1,9
18037,8093,1,9
18043,8095,1,9
18053,8101,1,9
18055,8102,1,9
18056,8103,1,9
18071,8111,1,9
18072,8113,1,9
18086,8122,1,9
18098,8128,1,9
18124,8139,1,9
18160,8152,1,9
18166,8154,1,9
18226,8181,1,9
18232,8184,1,9
18281,8204,1,9
18300,8212,1,9
18305,8214,1,9
18379,8233,1,9
18381,8234,1,9
18394,8241,1,9
18419,8256,1,9
18422,8257,1,9
18425,8258,1,9
18430,8260,1,9
18433,8261,1,9
18448,8267,1,9
18449,8268,1,9
18463,1608,1,9
18464,8274,1,9
18486,8282,1,9
18544,8312,1,9
18548,8314,1,9
18567,8326,1,9
18575,8331,1,9
18614,8346,1,9
18615,8347,1,9
18630,8357,1,9
18655,8367,1,9
18666,8372,1,9
18672,8376,1,9
18673,8377,1,9
18691,8388,1,9
18709,8399,1,9
18712,8403,1,9
18718,8406,1,9
18722,8408,1,9
18723,8410,1,9
18724,8411,1,9
18755,8423,1,9
18762,8426,1,9
18816,8435,1,9
18821,8437,1,9
18874,8457,1,9
18916,8470,1,9
18930,8474,1,9
18931,8475,1,9
19010,8508,1,9
19012,8511,1,9
19020,8517,1,9
19033,8522,1,9
19068,8535,1,9
19076,8539,1,9
19088,8544,1,9
19091,8545,1,9
19094,8546,1,9
19104,8550,1,9
19109,8552,1,9
19112,8553,1,9
19117,8555,1,9
19123,8557,1,9
19156,8570,1,9
19164,8577,1,9
19166,8578,1,9
19169,8581,1,9
19177,8586,1,9
19182,8588,1,9
19188,8590,1,9
19204,8599,1,9
19218,8605,1,9
19223,8607,1,9
19237,8612,1,9
19244,8618,1,9
19299,8636,1,9
19314,8640,1,9
19332,8649,1,9
19337,8651,1,9
19376,8668,1,9
19413,8683,1,9
19425,8693,1,9
19436,8699,1,9
19448,8705,1,9
19461,8710,1,9
19471,8715,1,9
19472,8716,1,9
19500,8730,1,9
19507,8733,1,9
19530,8741,1,9
19561,8751,1,9
19573,8757,1,9
19575,8759,1,9
19644,8786,1,9
19647,8788,1,9
19656,8791,1,9
19679,8799,1,9
19691,8804,1,9
19712,8812,1,9
19723,8816,1,9
19733,8820,1,9
19750,8826,1,9
19756,8828,1,9
19765,8832,1,9
19768,8834,1,9
19771,8840,1,9
19779,8846,1,9
19781,8847,1,9
19786,8849,1,9
19790,8851,1,9
19814,8861,1,9
19821,8866,1,9
19825,8868,1,9
19833,8870,1,9
19842,8876,1,9
19855,8885,1,9
19868,8893,1,9
19873,8897,1,9
19882,8902,1,9
19924,8915,1,9
19964,8937,1,9
19972,8939,1,9
19976,8941,1,9
20012,8960,1,9
20050,8977,1,9
20073,8986,1,9
20105,9001,1,9
20125,9010,1,9
20132,9013,1,9
20135,9015,1,9
20154,9023,1,9
20162,9026,1,9
20204,9041,1,9
20206,9042,1,9
20228,9054,1,9
20229,9056,1,9
20240,9061,1,9
20248,9065,1,9
20251,9067,1,9
20252,9069,1,9
20265,9075,1,9
20307,9092,1,9
20308,9093,1,9
20330,9103,1,9
20340,9107,1,9
20341,9232,1,9
20359,9117,1,9
20363,9119,1,9
20449,9162,1,9
20451,9163,1,9
20453,9164,1,9
20487,9181,1,9
20497,9185,1,9
20502,9188,1,9
20522,2017,1,9
20523,9196,1,9
20534,9201,1,9
20553,9209,1,9
20564,9213,1,9
20586,3866,1,9
20587,9224,1,9
20607,9107,1,9
20608,9232,1,9
20620,9237,1,9
20633,9240,1,9
20635,9241,1,9
20639,9243,1,9
20654,9251,1,9
20674,9261,1,9
20697,9275,1,9
20721,9285,1,9
20750,9299,1,9
20755,9302,1,9
20756,9303,1,9
20768,9309,1,9
20791,9320,1,9
20834,9337,1,9
20835,9338,1,9
20836,9337,1,9
20837,9338,1,9
20844,9343,1,9
20851,9346,1,9
20873,9356,1,9
20890,9363,1,9
20936,9385,1,9
20953,9390,1,9
20978,9397,1,9
21008,9404,1,9
21013,9407,1,9
21015,9408,1,9
21028,9415,1,9
21049,9429,1,9
21095,9445,1,9
21109,9454,1,9
21132,9468,1,9
21191,9493,1,9
21198,9496,1,9
21215,9506,1,9
21247,9519,1,9
21289,9528,1,9
21290,9531,1,9
21291,9529,1,9
21293,9530,1,9
21294,9528,1,9
21295,9531,1,9
21336,9549,1,9
21349,9556,1,9
21353,9559,1,9
21355,9560,1,9
21357,9562,1,9
21364,9565,1,9
21366,9566,1,9
21375,9571,1,9
21384,9577,1,9
21398,9584,1,9
21433,9601,1,9
21477,9619,1,9
21479,9621,1,9
21483,9626,1,9
21565,9660,1,9
21590,3791,1,9
21591,9670,1,9
21597,9674,1,9
21605,9680,1,9
21608,9684,1,9
21622,9687,1,9
21637,9691,1,9
21640,9696,1,9
21668,9717,1,9
21674,9721,1,9
21675,9722,1,9
21676,9723,1,9
21701,9735,1,9
21710,9738,1,9
21718,9741,1,9
21754,9755,1,9
21770,9760,1,9
21775,9763,1,9
21777,9764,1,9
21780,9766,1,9
21782,9767,1,9
21784,9768,1,9
21816,9783,1,9
21845,9804,1,9
21895,9830,1,9
21924,9840,1,9
21950,9848,1,9
21957,9851,1,9
21958,9853,1,9
21964,9851,1,9
21965,9853,1,9
21993,9861,1,9
21998,9863,1,9
22026,9878,1,9
22032,9880,1,9
22036,9882,1,9
22051,9889,1,9
22111,9913,1,9
22115,9915,1,9
22154,9930,1,9
22156,9932,1,9
22167,9937,1,9
22182,9944,1,9
22206,9957,1,9
22229,9967,1,9
22235,9970,1,9
22256,9979,1,9
22259,9980,1,9
22296,9997,1,9
22304,10001,1,9
22307,10002,1,9
22320,10008,1,9
22321,10009,1,9
22326,10013,1,9
22353,10026,1,9
22360,10030,1,9
22373,10034,1,9
22380,10037,1,9
22410,10050,1,9
22412,10051,1,9
